text,label
Dự_án cao_tốc Cao_Bồ - Mai_Sơn ( thuộc dự_án thành_phần cao_tốc Bắc_Nam ) do DN xây_dựng Xuân_Trường thi_công xây_lắp đang bị chậm tiến_độ do chậm GPMB .,-1
"THẾ_GIỚI KHÂM_PHỤC VIỆT_NAM Hồi đó họ chẳng biết tại_sao Việt_Nam chiến_thắng vẻ_vang các cuộc_chiến lớn .Họ cho nhiều nhân_viên về Việt_Nam trà_trộn để tìm_hiểu tính_cách của người Việt có cái gì hay , cũng không thấy gì đặc_biệt .Cho đến cái ngày em corona virus xuất_hiện .TQ bùng_phát dịch_bệnh , các nước Âu_Mỹ trêu_chọc vui_đùa , trong khi Việt_Nam nhìn xa ba bốn bước và xử_lý như đã sắp tận_thế , và xử_lý rất nhân_đạo .Tất_cả miễn_phí , quân_đội chăm_sóc ân_cần cho người bị c ... ách ly , ý bác_sĩ tận_tuỵ chu_đáo hiệu_quả , công_an lần theo dấu_vết những_ai bị nghi nhiễm ...Cả một đất_nước vào_cuộc .Bây_giờ cả nước Mỹ panic hoảng_loạn .Muốn test virus thì không có chỗ nào test , mà nếu làm test thì phải trả nghìn USD .Nếu bị bệnh cần phải chữa thì bán nhà , xin_lỗi , không bán được vì nhà trả_góp .Chính_phủ lúng_túng hết dám nói đùa coi_thường .Tổng_thống dịu giọng chịu xét_nghiệm máu .Italy thì nhà bị phong_toả , có người chết mà không có ai đến lấy xác , những người còn sống thì bị cấm ra khỏi nhà .Nghĩa_là cho chết hết .Toàn_bộ hệ_thống y_tế xã_hội tư_bản bộc_lộ yếu_kém , té_ra nào giờ chỉ tìm cách làm_giàu từ nỗi khổ của bệnh_nhân chứ không thật_sự chăm_lo cho sức_khoẻ và mạng sống của con_người .Họ tìm cách trì_hoãn không công_bố đại_dịch để có lý_do lấy tiền bệnh_nhân .Còn công_bố đại_dịch thì luật quy_định là thảm_hoạ nhân_đạo không được lấy tiền .Một_số người nước_ngoài có dấu_hiệu nhiễm_bệnh , uống thuốc hạ sốt để lên được máy_bay đến Việt_Nam là xem như sống_sót .Xuống máy_bay được đưa vào khu cách_ly , được ăn_uống chữa_trị miễn_phí , và Việt_Nam sẽ chữa lành .Cả một hệ_thống chính_trị , xã_hội , an_ninh , y_tế , quân_đội của Việt_Nam hoạt_động nhịp_nhàng đồng_bộ để đánh dịch , như đánh giặc .Sau trận dịch này , thế_giới phải tìm về Việt_Nam học_hỏi nhiều thứ , và phải học tinh_thần xã_hội_chủ_nghĩa của Việt_Nam , trong đó tính nhân_đạo là cốt_lõi .St. * * * # teslavu # VP Xem thêm",-1
"Người đàn_ông hỏi toà_án công_lý ở đâu khi người khác vào nhà , gây thương_tích cho con trai mình và bị_cáo là bố lại phải đi tù ?Chủ_toạ ngắt lời , nói bị_cáo không có quyền hỏi , HĐXX sẽ phán_quyết .",-1
"( Một bài nên đọc ) Cuộc khủng_hoảng Covid-19 là một cơ_hội để thực_hiện nghiêm_túc Làm Mới_Chủ_Nghĩa_Tư Bản * * * * * * * * * Thế_giới đang trong tình_trạng nguy_kịch .Đại_dịch Covid-19 đang lan nhanh trên khắp các quốc_gia , với quy_mô và mức_độ nghiêm_trọng chưa từng thấy kể từ khi dịch cúm Tây_Ban_Nha tàn_phá vào năm 1918 .Trừ khi hành_động toàn_cầu được phối_hợp thực_hiện để ngăn_chặn nó , sự lây_lan cũng sẽ sớm trở_thành một vấn_đề kinh_tế và tài_chính .Mức_độ nghiêm_trọng của cuộc khủng_hoảng đòi_hỏi các chính_phủ phải vào_cuộc một_cách thực_sự .Các quốc_gia đang “ bơm tiền và động_lực ” vào nền kinh_tế trong khi cố_gắng hết_sức để làm chậm sự lây_lan của căn_bệnh , để bảo_vệ dân_số dễ bị tổn_thương và giúp tạo ra các liệu_pháp và vắc-xin mới .Quy_mô và cường_độ của những can_thiệp này gợi nhớ đến một cuộc xung_đột quân_sự - đây là một cuộc_chiến chống lại sự lây_lan của virus và sự sụp_đổ kinh_tế .Nhưng vẫn có một vấn_đề .Sự can_thiệp cần_thiết đòi_hỏi một khung rất khác với khung mà chính_phủ đã chọn .Kể từ những năm 1980 , các chính_phủ phương Tây đã được yêu_cầu ngồi lại ghế sau và để doanh_nghiệp trực_tiếp chỉ_đạo và tạo ra sự giàu_có , chỉ can_thiệp cho mục_đích sửa_chữa các vấn_đề khi chúng phát_sinh .Kết_quả là các chính_phủ không phải lúc_nào cũng được chuẩn_bị và trang_bị đúng cách để đối_phó với các cuộc khủng_hoảng như Covid-19 hoặc tình_trạng khẩn_cấp về khí_hậu .Bằng cách giả_định rằng các chính_phủ phải đợi cho đến khi xảy ra một cú sốc hệ_thống lớn trước khi họ quyết_định hành_động , không có đủ sự chuẩn_bị được thực_hiện trên đường đi .Trong quá_trình này , các tổ_chức quan_trọng cung_cấp dịch_vụ công_cộng và hàng_hoá công_cộng rộng_rãi hơn - chẳng_hạn như NHS ở Anh , nơi đã cắt_giảm sức_khoẻ cộng_đồng với tổng trị_giá 1 tỷ bảng kể từ năm 2015 - bị suy_yếu .Vai_trò nổi_bật của kinh_doanh trong đời_sống công_cộng cũng dẫn đến việc mất niềm tin vào những gì chính_phủ có_thể đạt được một_mình - dẫn đến mối quan_hệ công-tư ( công ích-tư ích ) có vấn_đề , ưu_tiên lợi_ích của doanh_nghiệp hơn lợi_ích công_cộng .Ví_dụ , đã có tài_liệu rõ rằng các mối quan_hệ đối_tác công-tư trong nghiên_cứu và phát_triển thường ưu_tiên cho các bộ phim bom tấn , với chi_phí ít thuốc hấp_dẫn về mặt thương_mại , cực_kỳ quan_trọng đối_với sức_khoẻ cộng_đồng , bao_gồm cả thuốc kháng_sinh và vắc-xin cho một_số bệnh có khả_năng bùng_phát .Trên_hết , thiếu một mạng_lưới an_toàn và bảo_vệ cho những người làm_việc trong các xã_hội có sự bất_bình_đẳng gia_tăng , đặc_biệt là đối_với những người làm_việc trong nền kinh_tế biểu_diễn không có sự bảo_vệ xã_hội .Nhưng bây_giờ chúng_ta có cơ_hội sử_dụng cuộc khủng_hoảng này như một_cách để hiểu cách làm chủ nghĩa tư_bản theo một phiên_bản mới .Điều này đòi_hỏi phải suy_nghĩ lại về vai_trò của chính_phủ trong nền kinh_tế và xã_hội : thay_vì chỉ đơn_giản là sửa_chữa những thất_bại của thị_trường khi chúng phát_sinh , họ nên tiến tới tích_cực định_hình và tạo ra thị_trường mang lại sự tăng_trưởng bền_vững và toàn_diện .Họ cũng_nên đảm_bảo rằng quan_hệ đối_tác với doanh_nghiệp liên_quan đến các quỹ của chính_phủ được thúc_đẩy bởi lợi_ích công_cộng , chứ không phải lợi_nhuận .Trước_hết , các chính_phủ phải đầu_tư và trong một_số trường_hợp tạo ra các thể_chế giúp ngăn_chặn khủng_hoảng và khiến chúng_ta có khả_năng xử_lý chúng khi chúng phát_sinh .Ngân_sách khẩn_cấp của chính_phủ Vương_quốc_Anh trị_giá 12 tỷ bảng cho NHS là một động_thái đáng hoan_nghênh .Nhưng quan_trọng không kém là tập_trung vào đầu_tư dài_hạn để củng_cố các hệ_thống y_tế , đảo_ngược xu_hướng của những năm gần đây .Thứ hai , các chính_phủ cần phối_hợp tốt hơn các hoạt_động nghiên_cứu và phát_triển , hướng họ tới các mục_tiêu y_tế công_cộng .Việc phát_hiện ra vắc-xin sẽ cần có sự phối_hợp quốc_tế ở quy_mô lớn , được minh_hoạ bằng công_việc phi_thường của Liên_minh đổi_mới chuẩn_bị phòng_chống dịch_bệnh ( CEPI ) .Nhưng các chính_phủ quốc_gia cũng có trách_nhiệm rất lớn trong việc định_hình thị_trường bằng cách thúc_đẩy đổi_mới để giải_quyết các mục_tiêu công_cộng , giống như cách mà các tổ_chức công_cộng đầy tham_vọng như Cơ_quan Dự_án Nghiên_cứu Quốc_phòng ( Darpa ) ở Hoa_Kỳ đã tài_trợ trở_thành internet khi nó đang giải_quyết vấn_đề nhận vệ_tinh để liên_lạc .Một sáng_kiến ​​tương tự trong chăm_sóc sức_khoẻ sẽ đảm_bảo rằng tài_trợ công được hướng đến để giải_quyết các vấn_đề sức_khoẻ lớn .Thứ ba , chính_phủ cần cấu_trúc quan_hệ công-tư để đảm_bảo cả công_dân và nền kinh_tế đều có lợi .Y_tế là một lĩnh_vực trên toàn_cầu nhận được hàng tỷ đồng từ ví công_khai : ở Mỹ , Viện Y_tế Quốc_gia ( NIH ) đầu_tư 40 tỷ đô_la mỗi năm .Kể từ khi Sars bùng_phát năm 2002 , NIH đã chi 700 triệu đô_la cho nghiên_cứu và phát_triển coronavirus .Khoản tài_trợ công lớn dành cho đổi_mới y_tế có nghĩa là các chính_phủ nên điều_chỉnh quy_trình để đảm_bảo giá_cả công_bằng , bằng_sáng_chế không bị lạm_dụng , cung_cấp thuốc được bảo_vệ và lợi_nhuận được tái đầu_tư vào đổi_mới , thay_vì rút_tiền cho các cổ_đông .Và nếu cần cung_cấp khẩn_cấp - chẳng_hạn như thuốc_men , giường_bệnh viện , mặt_nạ hoặc máy thở - thì các công_ty cùng được hưởng lợi từ trợ_cấp công_cộng trong thời_gian tốt không được đầu_cơ và quá_tải trong thời_gian xấu .Truy_cập phổ_cập và giá_cả phải_chăng là điều cần_thiết không_chỉ ở cấp quốc_gia , mà ở cấp quốc_tế .Điều này đặc_biệt quan_trọng đối_với đại_dịch : không có chỗ cho tư_duy dân_tộc , như Donald_Trump , cố_gắng giành được giấy_phép độc_quyền của Hoa_Kỳ cho vắc-xin coronavirus .Thứ tư , đã đến lúc phải học những bài_học khó_khăn của cuộc khủng_hoảng tài_chính toàn_cầu năm 2008 .Khi các công_ty , từ các hãng hàng_không đến bán_lẻ , đến xin tiền cứu_trợ và các loại hỗ_trợ khác , điều quan_trọng là phải chống lại việc đơn_giản là giao tiền .Các điều_kiện có_thể được đính kèm để đảm_bảo rằng các gói cứu_trợ được cấu_trúc theo cách chuyển_đổi các lĩnh_vực mà họ đang tiết_kiệm để trở_thành một phần của nền kinh_tế mới - một trong đó tập_trung vào chiến_lược thoả_thuận mới xanh nhằm giảm lượng khí_thải carbon trong khi cũng đầu_tư vào công_nhân và đảm_bảo rằng họ có_thể thích_nghi với các công_nghệ mới .Nó phải được thực_hiện ngay bây_giờ , trong khi chính_phủ có ưu_thế .Covid-19 là một sự_kiện lớn phơi_bày sự thiếu chuẩn_bị và khả_năng phục_hồi của nền kinh_tế ngày_càng toàn_cầu_hoá và kết_nối với nhau , và nó chắc_chắn đã thắng được lần cuối .Nhưng chúng_ta có_thể sử_dụng thời_điểm này để đưa một_cách tiếp_cận các bên liên_quan đến trung_tâm của chủ_nghĩa_tư_bản .Hãy để không để cuộc khủng_hoảng này lãng_phí .Mariana_Mazzucato , tác_giả của bài viết này , là giáo_sư kinh_tế tại University_College_London và là tác_giả của cuốn sách The value of everything ( Giá_trị của mọi thứ ) .",-1
"Phó Chủ_tịch UBND tỉnh Quảng_Nam phê_bình Sở Tài_nguyên và Môi_trường khi tham_mưu UBND tỉnh phê_duyệt giá đất tái định_cư , nhưng không tham_mưu giá đất có hiệu_lực trong vòng một năm , trong khi chưa có Quyết_định mới của UBND tỉnh huỷ_bỏ quy_định trước_đây về thời_hạn của hiệu_lực giá đất .",-1
"Cuối nhiệm_kỳ trước anh_em ạ ...“ Tôi nói thí dụ đất nước NewZealan có 4 triệu dân , con số này còn nhỏ hơn số người tàn tật của người Việt Nam ( 5 triệu người ) thế mà họ có Bộ Phụ nữ .Vậy nên_chăng chúng ta có Bộ Phụ nữ , gia đình và trẻ em .Bây giờ để phân tán phụ nữ và trẻ em không ai quản lý , trẻ em nằm một chỗ , dân số nằm một chỗ "" ... ”",-1
"# **NGỐC THẾ ANH CHIẾN ƠI! SAO ANH KHÔNG CHƠI BÀI CỦ CHUỐI NHƯ ĐÔ ĐỐC NGUYỄN VĂN HIẾN!**
# **Bị đề nghị mức án từ 18-20 năm tù, cựu chủ tịch Đà Nẵng Văn Hữu Chiến nói 'rất bàng hoàng và không bao giờ nghĩ mức án nặng như vậy'.**
# Sao anh Chiến không chơi bài khai và nhận lỗi như thằng bị cáo Nguyễn Văn Hiến, nguyên ủy viên trung ương đảng, nguyên đại biểu Cuốc hội, nguyên thượng tướng đô đốc hải quân, nguyên thứ trưởng bộ quốc phòng ấy nhỉ? Cứ đổ lỗi do không được đào tạo quản lý kinh tế chuyên ngành liên doanh mua bán chuyển nhượng đất đai nên không biết, mà không biết thì chịu trách nhiệm tí gọi là văn nghệ vài năm thôi mà anh.",-1
"Những tin tức an ninh, an toàn đáng chú ý trong 24h qua.",-1
"Thực_hư vụ Duy_Mạnh bị cho là hành_hung vợ ."" Công_chúa béo "" đã lên_tiếng rồi",-1
"Dự_báo thời_tiết hôm_nay 26/4 : Không_khí lạnh tăng_cường , Bắc_Bộ và Bắc_Trung_Bộ trời tiếp_tục rét",-1
